production_order_id,production_date,finished_product,material_id,quantity_consumed,is_null_prod_order_id,is_null_material_id,is_null_qty_consumed,is_null_finished
PRD-010,2025-02-07,Industrial Grey Primer,MAT017,160,0,0,0,0
PRD-011,2025-02-07,Marine Blue Coating,MAT004,300,0,0,0,0
PRD-011,2025-02-07,Marine Blue Coating,MAT008,500,0,0,0,0
PRD-011,2025-02-07,Marine Blue Coating,MAT011,275,0,0,0,0
PRD-011,2025-02-07,Marine Blue Coating,MAT018,275,0,0,0,0
PRD-012,2025-02-07,Premium White Paint 1L,MAT001,240,0,0,0,0
PRD-012,2025-02-07,Premium White Paint 1L,MAT006,180,0,0,0,0
PRD-012,2025-02-07,Premium White Paint 1L,MAT013,120,0,0,0,0
PRD-012,2025-02-07,Premium White Paint 1L,MAT016,300,0,0,0,0
PRD-013,2025-02-07,Premium White Paint 4L,MAT001,800,0,0,0,0
PRD-013,2025-02-07,Premium White Paint 4L,MAT006,600,0,0,0,0
PRD-013,2025-02-07,Premium White Paint 4L,MAT013,400,0,0,0,0
PRD-013,2025-02-07,Premium White Paint 4L,MAT017,400,0,0,0,0
PRD-014,2025-03-09,Anti-Rust Coating,MAT002,160,0,0,0,0
PRD-014,2025-03-09,Anti-Rust Coating,MAT008,200,0,0,0,0
PRD-014,2025-03-09,Anti-Rust Coating,MAT011,100,0,0,0,0
PRD-014,2025-03-09,Anti-Rust Coating,MAT018,100,0,0,0,0
PRD-015,2025-03-09,Clear Varnish,MAT006,360,0,0,0,0
PRD-015,2025-03-09,Clear Varnish,MAT013,240,0,0,0,0
PRD-015,2025-03-09,Clear Varnish,MAT015,120,0,0,0,0
PRD-015,2025-03-09,Clear Varnish,MAT016,320,0,0,0,0
PRD-016,2025-03-09,Epoxy Floor Coating,MAT008,360,0,0,0,0
PRD-016,2025-03-09,Epoxy Floor Coating,MAT003,120,0,0,0,0
PRD-016,2025-03-09,Epoxy Floor Coating,MAT011,180,0,0,0,0
PRD-016,2025-03-09,Epoxy Floor Coating,MAT018,180,0,0,0,0
PRD-017,2025-03-09,Industrial Grey Primer,MAT003,300,0,0,0,0
PRD-017,2025-03-09,Industrial Grey Primer,MAT006,400,0,0,0,0
PRD-017,2025-03-09,Industrial Grey Primer,MAT011,250,0,0,0,0
PRD-017,2025-03-09,Industrial Grey Primer,MAT017,400,0,0,0,0
PRD-018,2025-03-09,Premium White Paint 4L,MAT001,400,0,0,0,0
PRD-018,2025-03-09,Premium White Paint 4L,MAT006,300,0,0,0,0
PRD-018,2025-03-09,Premium White Paint 4L,MAT013,200,0,0,0,0
PRD-018,2025-03-09,Premium White Paint 4L,MAT017,200,0,0,0,0
PRD-019,2025-03-09,Protective Roof Paint,MAT001,750,0,0,0,0
PRD-019,2025-03-09,Protective Roof Paint,MAT007,500,0,0,0,0
PRD-019,2025-03-09,Protective Roof Paint,MAT013,400,0,0,0,0
PRD-019,2025-03-09,Protective Roof Paint,MAT020,500,0,0,0,0
PRD-020,2025-03-09,Wood Stain Brown,MAT002,100,0,0,0,0
PRD-020,2025-03-09,Wood Stain Brown,MAT007,140,0,0,0,0
PRD-020,2025-03-09,Wood Stain Brown,MAT012,80,0,0,0,0
PRD-020,2025-03-09,Wood Stain Brown,MAT016,180,0,0,0,0
PRD-021,2025-04-16,Anti-Rust Coating,MAT002,320,0,0,0,0
PRD-021,2025-04-16,Anti-Rust Coating,MAT008,400,0,0,0,0
PRD-021,2025-04-16,Anti-Rust Coating,MAT011,200,0,0,0,0
PRD-021,2025-04-16,Anti-Rust Coating,MAT018,200,0,0,0,0
PRD-022,2025-04-16,Clear Varnish,MAT006,270,0,0,0,0
PRD-022,2025-04-16,Clear Varnish,MAT013,180,0,0,0,0
PRD-022,2025-04-16,Clear Varnish,MAT015,90,0,0,0,0
PRD-022,2025-04-16,Clear Varnish,MAT016,240,0,0,0,0
PRD-023,2025-04-16,Epoxy Floor Coating,MAT008,360,0,0,0,0
PRD-023,2025-04-16,Epoxy Floor Coating,MAT003,120,0,0,0,0
PRD-023,2025-04-16,Epoxy Floor Coating,MAT011,180,0,0,0,0
PRD-023,2025-04-16,Epoxy Floor Coating,MAT018,180,0,0,0,0
PRD-024,2025-04-16,Industrial Grey Primer,MAT003,300,0,0,0,0
PRD-024,2025-04-16,Industrial Grey Primer,MAT006,400,0,0,0,0
PRD-024,2025-04-16,Industrial Grey Primer,MAT011,250,0,0,0,0
PRD-024,2025-04-16,Industrial Grey Primer,MAT017,400,0,0,0,0
PRD-025,2025-04-16,Marine Blue Coating,MAT004,240,0,0,0,0
PRD-025,2025-04-16,Marine Blue Coating,MAT008,400,0,0,0,0
PRD-025,2025-04-16,Marine Blue Coating,MAT011,220,0,0,0,0
PRD-025,2025-04-16,Marine Blue Coating,MAT018,220,0,0,0,0
PRD-026,2025-04-16,Premium White Paint 1L,MAT001,240,0,0,0,0
PRD-026,2025-04-16,Premium White Paint 1L,MAT006,180,0,0,0,0
PRD-026,2025-04-16,Premium White Paint 1L,MAT013,120,0,0,0,0
PRD-026,2025-04-16,Premium White Paint 1L,MAT016,300,0,0,0,0
PRD-027,2025-04-16,Protective Roof Paint,MAT001,750,0,0,0,0
PRD-027,2025-04-16,Protective Roof Paint,MAT007,500,0,0,0,0
PRD-027,2025-04-16,Protective Roof Paint,MAT013,400,0,0,0,0
PRD-027,2025-04-16,Protective Roof Paint,MAT020,500,0,0,0,0
PRD-028,2025-04-16,Wood Stain Brown,MAT002,150,0,0,0,0
PRD-028,2025-04-16,Wood Stain Brown,MAT007,210,0,0,0,0
PRD-028,2025-04-16,Wood Stain Brown,MAT012,120,0,0,0,0
PRD-028,2025-04-16,Wood Stain Brown,MAT016,270,0,0,0,0
PRD-029,2025-05-21,Anti-Rust Coating,MAT002,240,0,0,0,0
PRD-029,2025-05-21,Anti-Rust Coating,MAT008,300,0,0,0,0
PRD-029,2025-05-21,Anti-Rust Coating,MAT011,150,0,0,0,0
PRD-029,2025-05-21,Anti-Rust Coating,MAT018,150,0,0,0,0
PRD-030,2025-05-21,Automotive Red Paint,MAT002,280,0,0,0,0
PRD-030,2025-05-21,Automotive Red Paint,MAT007,320,0,0,0,0
PRD-030,2025-05-21,Automotive Red Paint,MAT011,180,0,0,0,0
PRD-030,2025-05-21,Automotive Red Paint,MAT016,360,0,0,0,0
PRD-031,2025-05-21,Clear Varnish,MAT006,270,0,0,0,0
PRD-031,2025-05-21,Clear Varnish,MAT013,180,0,0,0,0
PRD-031,2025-05-21,Clear Varnish,MAT015,90,0,0,0,0
PRD-031,2025-05-21,Clear Varnish,MAT016,240,0,0,0,0
PRD-032,2025-05-21,Premium White Paint 1L,MAT001,400,0,0,0,0
PRD-032,2025-05-21,Premium White Paint 1L,MAT006,300,0,0,0,0
PRD-032,2025-05-21,Premium White Paint 1L,MAT013,200,0,0,0,0
PRD-032,2025-05-21,Premium White Paint 1L,MAT016,500,0,0,0,0
PRD-033,2025-05-21,Premium White Paint 4L,MAT001,600,0,0,0,0
PRD-033,2025-05-21,Premium White Paint 4L,MAT006,450,0,0,0,0
PRD-033,2025-05-21,Premium White Paint 4L,MAT013,300,0,0,0,0
PRD-033,2025-05-21,Premium White Paint 4L,MAT017,300,0,0,0,0
PRD-034,2025-05-21,Wood Stain Brown,MAT002,100,0,0,0,0
PRD-034,2025-05-21,Wood Stain Brown,MAT007,140,0,0,0,0
PRD-034,2025-05-21,Wood Stain Brown,MAT012,80,0,0,0,0
PRD-034,2025-05-21,Wood Stain Brown,MAT016,180,0,0,0,0
PRD-035,2025-06-18,Clear Varnish,MAT006,360,0,0,0,0
PRD-035,2025-06-18,Clear Varnish,MAT013,240,0,0,0,0
PRD-035,2025-06-18,Clear Varnish,MAT015,120,0,0,0,0
PRD-035,2025-06-18,Clear Varnish,MAT016,320,0,0,0,0
PRD-036,2025-06-18,Industrial Grey Primer,MAT003,120,0,0,0,0
PRD-036,2025-06-18,Industrial Grey Primer,MAT006,160,0,0,0,0
PRD-036,2025-06-18,Industrial Grey Primer,MAT011,100,0,0,0,0
PRD-036,2025-06-18,Industrial Grey Primer,MAT017,160,0,0,0,0
PRD-037,2025-06-18,Marine Blue Coating,MAT004,240,0,0,0,0
PRD-037,2025-06-18,Marine Blue Coating,MAT008,400,0,0,0,0
PRD-037,2025-06-18,Marine Blue Coating,MAT011,220,0,0,0,0
PRD-037,2025-06-18,Marine Blue Coating,MAT018,220,0,0,0,0
PRD-038,2025-06-18,Premium White Paint 1L,MAT001,400,0,0,0,0
PRD-038,2025-06-18,Premium White Paint 1L,MAT006,300,0,0,0,0
PRD-038,2025-06-18,Premium White Paint 1L,MAT013,200,0,0,0,0
PRD-038,2025-06-18,Premium White Paint 1L,MAT016,500,0,0,0,0
PRD-039,2025-06-18,Protective Roof Paint,MAT001,750,0,0,0,0
PRD-039,2025-06-18,Protective Roof Paint,MAT007,500,0,0,0,0
PRD-039,2025-06-18,Protective Roof Paint,MAT013,400,0,0,0,0
PRD-039,2025-06-18,Protective Roof Paint,MAT020,500,0,0,0,0
PRD-040,2025-06-18,Wood Stain Brown,MAT002,200,0,0,0,0
PRD-040,2025-06-18,Wood Stain Brown,MAT007,280,0,0,0,0
PRD-040,2025-06-18,Wood Stain Brown,MAT012,160,0,0,0,0
PRD-040,2025-06-18,Wood Stain Brown,MAT016,360,0,0,0,0
PRD-041,2025-07-18,Anti-Rust Coating,MAT002,400,0,0,0,0
PRD-041,2025-07-18,Anti-Rust Coating,MAT008,500,0,0,0,0
PRD-041,2025-07-18,Anti-Rust Coating,MAT011,250,0,0,0,0
PRD-041,2025-07-18,Anti-Rust Coating,MAT018,250,0,0,0,0
PRD-042,2025-07-18,Clear Varnish,MAT006,360,0,0,0,0
PRD-042,2025-07-18,Clear Varnish,MAT013,240,0,0,0,0
PRD-042,2025-07-18,Clear Varnish,MAT015,120,0,0,0,0
PRD-042,2025-07-18,Clear Varnish,MAT016,320,0,0,0,0
PRD-043,2025-07-18,Epoxy Floor Coating,MAT008,480,0,0,0,0
PRD-043,2025-07-18,Epoxy Floor Coating,MAT003,160,0,0,0,0
PRD-043,2025-07-18,Epoxy Floor Coating,MAT011,240,0,0,0,0
PRD-043,2025-07-18,Epoxy Floor Coating,MAT018,240,0,0,0,0
PRD-044,2025-07-18,Industrial Grey Primer,MAT003,240,0,0,0,0
PRD-044,2025-07-18,Industrial Grey Primer,MAT006,320,0,0,0,0
PRD-044,2025-07-18,Industrial Grey Primer,MAT011,200,0,0,0,0
PRD-044,2025-07-18,Industrial Grey Primer,MAT017,320,0,0,0,0
PRD-045,2025-07-18,Marine Blue Coating,MAT004,300,0,0,0,0
PRD-045,2025-07-18,Marine Blue Coating,MAT008,500,0,0,0,0
PRD-045,2025-07-18,Marine Blue Coating,MAT011,275,0,0,0,0
PRD-045,2025-07-18,Marine Blue Coating,MAT018,275,0,0,0,0
PRD-046,2025-07-18,Premium White Paint 1L,MAT001,160,0,0,0,0
PRD-046,2025-07-18,Premium White Paint 1L,MAT006,120,0,0,0,0
PRD-046,2025-07-18,Premium White Paint 1L,MAT013,80,0,0,0,0
PRD-046,2025-07-18,Premium White Paint 1L,MAT016,200,0,0,0,0
PRD-047,2025-07-18,Premium White Paint 4L,MAT001,400,0,0,0,0
PRD-047,2025-07-18,Premium White Paint 4L,MAT006,300,0,0,0,0
PRD-047,2025-07-18,Premium White Paint 4L,MAT013,200,0,0,0,0
PRD-047,2025-07-18,Premium White Paint 4L,MAT017,200,0,0,0,0
PRD-048,2025-07-18,Protective Roof Paint,MAT001,300,0,0,0,0
PRD-048,2025-07-18,Protective Roof Paint,MAT007,200,0,0,0,0
PRD-048,2025-07-18,Protective Roof Paint,MAT013,160,0,0,0,0
PRD-048,2025-07-18,Protective Roof Paint,MAT020,200,0,0,0,0
PRD-049,2025-07-18,Wood Stain Brown,MAT002,200,0,0,0,0
PRD-049,2025-07-18,Wood Stain Brown,MAT007,280,0,0,0,0
PRD-049,2025-07-18,Wood Stain Brown,MAT012,160,0,0,0,0
PRD-049,2025-07-18,Wood Stain Brown,MAT016,360,0,0,0,0
PRD-050,2025-08-06,Automotive Red Paint,MAT002,350,0,0,0,0
PRD-050,2025-08-06,Automotive Red Paint,MAT007,400,0,0,0,0
PRD-050,2025-08-06,Automotive Red Paint,MAT011,225,0,0,0,0
PRD-050,2025-08-06,Automotive Red Paint,MAT016,450,0,0,0,0
PRD-051,2025-08-06,Clear Varnish,MAT006,360,0,0,0,0
PRD-051,2025-08-06,Clear Varnish,MAT013,240,0,0,0,0
PRD-051,2025-08-06,Clear Varnish,MAT015,120,0,0,0,0
PRD-051,2025-08-06,Clear Varnish,MAT016,320,0,0,0,0
PRD-052,2025-08-06,Epoxy Floor Coating,MAT008,240,0,0,0,0
PRD-052,2025-08-06,Epoxy Floor Coating,MAT003,80,0,0,0,0
PRD-052,2025-08-06,Epoxy Floor Coating,MAT011,120,0,0,0,0
PRD-052,2025-08-06,Epoxy Floor Coating,MAT018,120,0,0,0,0
PRD-053,2025-08-06,Industrial Grey Primer,MAT003,300,0,0,0,0
PRD-053,2025-08-06,Industrial Grey Primer,MAT006,400,0,0,0,0
PRD-053,2025-08-06,Industrial Grey Primer,MAT011,250,0,0,0,0
PRD-053,2025-08-06,Industrial Grey Primer,MAT017,400,0,0,0,0
PRD-054,2025-08-06,Marine Blue Coating,MAT004,300,0,0,0,0
PRD-054,2025-08-06,Marine Blue Coating,MAT008,500,0,0,0,0
PRD-054,2025-08-06,Marine Blue Coating,MAT011,275,0,0,0,0
PRD-054,2025-08-06,Marine Blue Coating,MAT018,275,0,0,0,0
PRD-055,2025-08-06,Premium White Paint 1L,MAT001,240,0,0,0,0
PRD-055,2025-08-06,Premium White Paint 1L,MAT006,180,0,0,0,0
PRD-055,2025-08-06,Premium White Paint 1L,MAT013,120,0,0,0,0
PRD-055,2025-08-06,Premium White Paint 1L,MAT016,300,0,0,0,0
PRD-056,2025-08-06,Premium White Paint 4L,MAT001,1000,0,0,0,0
PRD-056,2025-08-06,Premium White Paint 4L,MAT006,750,0,0,0,0
PRD-056,2025-08-06,Premium White Paint 4L,MAT013,500,0,0,0,0
PRD-056,2025-08-06,Premium White Paint 4L,MAT017,500,0,0,0,0
PRD-057,2025-08-06,Protective Roof Paint,MAT001,300,0,0,0,0
PRD-057,2025-08-06,Protective Roof Paint,MAT007,200,0,0,0,0
PRD-057,2025-08-06,Protective Roof Paint,MAT013,160,0,0,0,0
PRD-057,2025-08-06,Protective Roof Paint,MAT020,200,0,0,0,0
PRD-058,2025-08-06,Wood Stain Brown,MAT002,150,0,0,0,0
PRD-058,2025-08-06,Wood Stain Brown,MAT007,210,0,0,0,0
PRD-058,2025-08-06,Wood Stain Brown,MAT012,120,0,0,0,0
PRD-058,2025-08-06,Wood Stain Brown,MAT016,270,0,0,0,0
PRD-059,2025-09-25,Automotive Red Paint,MAT002,140,0,0,0,0
PRD-059,2025-09-25,Automotive Red Paint,MAT007,160,0,0,0,0
PRD-059,2025-09-25,Automotive Red Paint,MAT011,90,0,0,0,0
PRD-059,2025-09-25,Automotive Red Paint,MAT016,180,0,0,0,0
PRD-060,2025-09-25,Epoxy Floor Coating,MAT008,360,0,0,0,0
PRD-060,2025-09-25,Epoxy Floor Coating,MAT003,120,0,0,0,0
PRD-060,2025-09-25,Epoxy Floor Coating,MAT011,180,0,0,0,0
PRD-060,2025-09-25,Epoxy Floor Coating,MAT018,180,0,0,0,0
PRD-061,2025-09-25,Industrial Grey Primer,MAT003,240,0,0,0,0
PRD-061,2025-09-25,Industrial Grey Primer,MAT006,320,0,0,0,0
PRD-061,2025-09-25,Industrial Grey Primer,MAT011,200,0,0,0,0
PRD-061,2025-09-25,Industrial Grey Primer,MAT017,320,0,0,0,0
PRD-062,2025-09-25,Marine Blue Coating,MAT004,240,0,0,0,0
PRD-062,2025-09-25,Marine Blue Coating,MAT008,400,0,0,0,0
PRD-062,2025-09-25,Marine Blue Coating,MAT011,220,0,0,0,0
PRD-062,2025-09-25,Marine Blue Coating,MAT018,220,0,0,0,0
PRD-063,2025-09-25,Premium White Paint 1L,MAT001,160,0,0,0,0
PRD-063,2025-09-25,Premium White Paint 1L,MAT006,120,0,0,0,0
PRD-063,2025-09-25,Premium White Paint 1L,MAT013,80,0,0,0,0
PRD-063,2025-09-25,Premium White Paint 1L,MAT016,200,0,0,0,0
PRD-064,2025-09-25,Premium White Paint 4L,MAT001,400,0,0,0,0
PRD-064,2025-09-25,Premium White Paint 4L,MAT006,300,0,0,0,0
PRD-064,2025-09-25,Premium White Paint 4L,MAT013,200,0,0,0,0
PRD-064,2025-09-25,Premium White Paint 4L,MAT017,200,0,0,0,0
PRD-065,2025-09-25,Protective Roof Paint,MAT001,750,0,0,0,0
PRD-065,2025-09-25,Protective Roof Paint,MAT007,500,0,0,0,0
PRD-065,2025-09-25,Protective Roof Paint,MAT013,400,0,0,0,0
PRD-065,2025-09-25,Protective Roof Paint,MAT020,500,0,0,0,0
PRD-066,2025-09-25,Wood Stain Brown,MAT002,200,0,0,0,0
PRD-066,2025-09-25,Wood Stain Brown,MAT007,280,0,0,0,0
PRD-066,2025-09-25,Wood Stain Brown,MAT012,160,0,0,0,0
PRD-066,2025-09-25,Wood Stain Brown,MAT016,360,0,0,0,0
PRD-067,2025-10-19,Anti-Rust Coating,MAT002,400,0,0,0,0
PRD-067,2025-10-19,Anti-Rust Coating,MAT008,500,0,0,0,0
PRD-067,2025-10-19,Anti-Rust Coating,MAT011,250,0,0,0,0
PRD-067,2025-10-19,Anti-Rust Coating,MAT018,250,0,0,0,0
PRD-068,2025-10-19,Clear Varnish,MAT006,360,0,0,0,0
PRD-068,2025-10-19,Clear Varnish,MAT013,240,0,0,0,0
PRD-068,2025-10-19,Clear Varnish,MAT015,120,0,0,0,0
PRD-068,2025-10-19,Clear Varnish,MAT016,320,0,0,0,0
PRD-069,2025-10-19,Epoxy Floor Coating,MAT008,480,0,0,0,0
PRD-069,2025-10-19,Epoxy Floor Coating,MAT003,160,0,0,0,0
PRD-069,2025-10-19,Epoxy Floor Coating,MAT011,240,0,0,0,0
PRD-069,2025-10-19,Epoxy Floor Coating,MAT018,240,0,0,0,0
PRD-070,2025-10-19,Industrial Grey Primer,MAT003,300,0,0,0,0
PRD-070,2025-10-19,Industrial Grey Primer,MAT006,400,0,0,0,0
PRD-070,2025-10-19,Industrial Grey Primer,MAT011,250,0,0,0,0
PRD-070,2025-10-19,Industrial Grey Primer,MAT017,400,0,0,0,0
PRD-071,2025-10-19,Marine Blue Coating,MAT004,180,0,0,0,0
PRD-071,2025-10-19,Marine Blue Coating,MAT008,300,0,0,0,0
PRD-071,2025-10-19,Marine Blue Coating,MAT011,165,0,0,0,0
PRD-071,2025-10-19,Marine Blue Coating,MAT018,165,0,0,0,0
PRD-072,2025-10-19,Premium White Paint 1L,MAT001,160,0,0,0,0
PRD-072,2025-10-19,Premium White Paint 1L,MAT006,120,0,0,0,0
PRD-072,2025-10-19,Premium White Paint 1L,MAT013,80,0,0,0,0
PRD-072,2025-10-19,Premium White Paint 1L,MAT016,200,0,0,0,0
PRD-073,2025-10-19,Premium White Paint 4L,MAT001,1000,0,0,0,0
PRD-073,2025-10-19,Premium White Paint 4L,MAT006,750,0,0,0,0
PRD-073,2025-10-19,Premium White Paint 4L,MAT013,500,0,0,0,0
PRD-073,2025-10-19,Premium White Paint 4L,MAT017,500,0,0,0,0
PRD-074,2025-10-19,Wood Stain Brown,MAT002,100,0,0,0,0
PRD-074,2025-10-19,Wood Stain Brown,MAT007,140,0,0,0,0
PRD-074,2025-10-19,Wood Stain Brown,MAT012,80,0,0,0,0
PRD-074,2025-10-19,Wood Stain Brown,MAT016,180,0,0,0,0
PRD-075,2025-11-12,Anti-Rust Coating,MAT002,160,0,0,0,0
PRD-075,2025-11-12,Anti-Rust Coating,MAT008,200,0,0,0,0
PRD-075,2025-11-12,Anti-Rust Coating,MAT011,100,0,0,0,0
PRD-075,2025-11-12,Anti-Rust Coating,MAT018,100,0,0,0,0
PRD-076,2025-11-12,Automotive Red Paint,MAT002,210,0,0,0,0
PRD-076,2025-11-12,Automotive Red Paint,MAT007,240,0,0,0,0
PRD-076,2025-11-12,Automotive Red Paint,MAT011,135,0,0,0,0
PRD-076,2025-11-12,Automotive Red Paint,MAT016,270,0,0,0,0
PRD-077,2025-11-12,Clear Varnish,MAT006,270,0,0,0,0
PRD-077,2025-11-12,Clear Varnish,MAT013,180,0,0,0,0
PRD-077,2025-11-12,Clear Varnish,MAT015,90,0,0,0,0
PRD-077,2025-11-12,Clear Varnish,MAT016,240,0,0,0,0
PRD-078,2025-11-12,Epoxy Floor Coating,MAT008,360,0,0,0,0
PRD-078,2025-11-12,Epoxy Floor Coating,MAT003,120,0,0,0,0
PRD-078,2025-11-12,Epoxy Floor Coating,MAT011,180,0,0,0,0
PRD-078,2025-11-12,Epoxy Floor Coating,MAT018,180,0,0,0,0
PRD-079,2025-11-12,Industrial Grey Primer,MAT003,120,0,0,0,0
PRD-079,2025-11-12,Industrial Grey Primer,MAT006,160,0,0,0,0
PRD-079,2025-11-12,Industrial Grey Primer,MAT011,100,0,0,0,0
PRD-079,2025-11-12,Industrial Grey Primer,MAT017,160,0,0,0,0
PRD-080,2025-11-12,Marine Blue Coating,MAT004,240,0,0,0,0
PRD-080,2025-11-12,Marine Blue Coating,MAT008,400,0,0,0,0
PRD-080,2025-11-12,Marine Blue Coating,MAT011,220,0,0,0,0
PRD-080,2025-11-12,Marine Blue Coating,MAT018,220,0,0,0,0
PRD-081,2025-11-12,Premium White Paint 1L,MAT001,400,0,0,0,0
PRD-081,2025-11-12,Premium White Paint 1L,MAT006,300,0,0,0,0
PRD-081,2025-11-12,Premium White Paint 1L,MAT013,200,0,0,0,0
PRD-081,2025-11-12,Premium White Paint 1L,MAT016,500,0,0,0,0
PRD-082,2025-11-12,Premium White Paint 4L,MAT001,600,0,0,0,0
PRD-082,2025-11-12,Premium White Paint 4L,MAT006,450,0,0,0,0
PRD-082,2025-11-12,Premium White Paint 4L,MAT013,300,0,0,0,0
PRD-082,2025-11-12,Premium White Paint 4L,MAT017,300,0,0,0,0
PRD-083,2025-11-12,Protective Roof Paint,MAT001,600,0,0,0,0
PRD-083,2025-11-12,Protective Roof Paint,MAT007,400,0,0,0,0
PRD-083,2025-11-12,Protective Roof Paint,MAT013,320,0,0,0,0
PRD-083,2025-11-12,Protective Roof Paint,MAT020,400,0,0,0,0
PRD-084,2025-12-05,Protective Roof Paint,MAT001,0,0,0,0,0
PRD-084,2025-12-05,Protective Roof Paint,MAT007,0,0,0,0,0
PRD-084,2025-12-05,Protective Roof Paint,MAT013,0,0,0,0,0
PRD-084,2025-12-05,Protective Roof Paint,MAT020,0,0,0,0,0
PRD-085,2026-01-14,Premium White Paint 4L,MAT001,600,0,0,0,0
PRD-085,2026-01-14,Premium White Paint 4L,MAT006,380,0,0,0,0
PRD-085,2026-01-14,Premium White Paint 4L,MAT013,310,0,0,0,0
PRD-085,2026-01-14,Premium White Paint 4L,MAT017,310,0,0,0,0
PRD-086,2026-01-16,Anti-Rust Coating,MAT002,230,0,0,0,0
PRD-086,2026-01-16,Anti-Rust Coating,MAT008,350,0,0,0,0
PRD-086,2026-01-16,Anti-Rust Coating,MAT011,190,0,0,0,0
PRD-086,2026-01-16,Anti-Rust Coating,MAT018,160,0,0,0,0
PRD-087,2026-01-20,Marine Blue Coating,MAT004,240,0,0,0,0
PRD-087,2026-01-20,Marine Blue Coating,MAT008,350,0,0,0,0
PRD-087,2026-01-20,Marine Blue Coating,MAT011,190,0,0,0,0
PRD-087,2026-01-20,Marine Blue Coating,MAT018,160,0,0,0,0
PRD-088,2026-01-23,Industrial Grey Primer,MAT003,240,0,0,0,0
PRD-088,2026-01-23,Industrial Grey Primer,MAT006,380,0,0,0,0
PRD-088,2026-01-23,Industrial Grey Primer,MAT011,190,0,0,0,0
PRD-088,2026-01-23,Industrial Grey Primer,MAT017,310,0,0,0,0
PRD-089,2026-02-11,Clear Varnish,MAT006,380,0,0,0,0
PRD-089,2026-02-11,Clear Varnish,MAT013,310,0,0,0,0
PRD-089,2026-02-11,Clear Varnish,MAT015,150,0,0,0,0
PRD-089,2026-02-11,Clear Varnish,MAT016,300,0,0,0,0
PRD-090,2026-02-13,Automotive Red Paint,MAT002,230,0,0,0,0
PRD-090,2026-02-13,Automotive Red Paint,MAT007,350,0,0,0,0
PRD-090,2026-02-13,Automotive Red Paint,MAT011,190,0,0,0,0
PRD-090,2026-02-13,Automotive Red Paint,MAT016,300,0,0,0,0
PRD-091,2026-02-18,Protective Roof Paint,MAT001,600,0,0,0,0
